t,market_price,fair_value,reservation_price,bid,ask,fill,cash,inventory,unrealized_pnl,total_pnl
184,0.08547715544627396,0.08497938144329897,0.07170020387438789,0.05153961899318043,0.09186078875559534,,-3.557338199696157,71,6.068878036685451,2.511539836989294
185,0.09099342644319253,0.08497938144329897,0.07253015247244483,0.0523754122996744,0.09268489264521526,,-3.557338199696157,71,6.460533277466669,2.903195077770512
186,0.11837387496095274,0.08497938144329897,0.07336010107050178,0.05321120560616836,0.0935089965348352,sell,-3.463829203161322,70,8.286171247266692,4.82234204410537
187,0.11733486995734323,0.09431632653061225,0.08367895717523455,0.06353590641933815,0.10382200793113094,sell,-3.360007195230191,69,8.096106027056683,4.736098831826492
188,0.08819374582506606,0.10346464646464647,0.09378580929294017,0.0736486032454808,0.11392301534039954,,-3.360007195230191,69,6.0853684619295585,2.7253612666993674
189,0.05763587454889946,0.10346464646464647,0.09459237905724904,0.07446101771822669,0.1147237403962714,buy,-3.434468212948418,70,4.034511218422962,0.6000430054745438
190,0.08898763946607947,0.10243000000000001,0.09424740818817104,0.07412189155758571,0.11437292481875637,,-3.434468212948418,70,6.229134762625563,2.794666549677145
191,0.12022657190844144,0.10243000000000001,0.09506566736935394,0.07494599544720563,0.11518533929150225,sell,-3.3192828736569155,69,8.29563346168246,4.976350588025545
192,0.11183985904736735,0.11131683168316832,0.1048642735686975,0.08475044635498621,0.12497810078240879,,-3.3192828736569155,69,7.7169502742683465,4.3976674006114305
193,0.09979911967227922,0.11131683168316832,0.10567084333300636,0.0855628608277321,0.12577882583828062,,-3.3192828736569155,69,6.886139257387266,3.5668563837303506
194,0.1252530495335093,0.11131683168316832,0.10647741309731523,0.08637527530047798,0.1265795508941525,,-3.3192828736569155,69,8.642460417812142,5.323177544155227
195,0.09806448341596408,0.11131683168316832,0.1072839828616241,0.08718768977322387,0.12738027595002432,,-3.3192828736569155,69,6.766449355701521,3.4471664820446057
196,0.07648171886604935,0.11131683168316832,0.10809055262593296,0.08800010424596975,0.12818100100589616,buy,-3.4072829779028853,70,5.353720320623454,1.9464373427205688
197,0.08673916881652777,0.11022549019607844,0.10777071265252984,0.08768610898100365,0.12785531632405603,buy,-3.4949690868838887,71,6.158480985973472,2.663511899089583
198,0.07572510791850959,0.10915533980582524,0.10749544260971147,0.0874166836466223,0.12757420157280064,buy,-3.582385770530511,72,5.4522077701326905,1.8698219996021797
199,0.07305141518818269,0.10810576923076923,0.10726413121583836,0.08719121696118622,0.12733704547049052,buy,-3.669576987491697,73,5.332753308737336,1.6631763212456394
